Name,Platform,Genre,Critic_Score,User_Score,Rating
LEGO Star Wars: The Complete Saga,0.75,0.0,0.788235294117647,0.9230769230769231,0.4
Cooking Mama,0.125,0.8181818181818182,0.6352941176470588,0.7362637362637362,0.2
Assassin's Creed II,0.5,0.0,0.9176470588235294,0.8901098901098901,0.8
Assassin's Creed,0.875,0.09090909090909091,0.7999999999999999,0.7912087912087912,0.8
Forza Motorsport 3,0.875,0.5454545454545454,0.9294117647058823,0.8241758241758241,0.2
Super Mario Advance,0.1875,0.36363636363636365,0.8352941176470589,0.8021978021978021,0.2
Monster Hunter Freedom Unite,0.625,0.6363636363636364,0.7999999999999999,0.901098901098901,1.0
Batman: Arkham City,0.5,0.0,0.9764705882352941,0.8901098901098901,1.0
Grand Theft Auto V,1.0,0.0,0.988235294117647,0.8131868131868132,0.8
Mario Kart: Super Circuit,0.1875,0.5454545454545454,0.9411764705882352,0.8571428571428572,0.2
Crash Bandicoot: The Wrath of Cortex,0.4375,0.36363636363636365,0.6235294117647059,0.7252747252747251,0.2
Call of Duty: World at War,0.5,0.7272727272727273,0.8470588235294118,0.7802197802197801,0.8
Uncharted 4: A Thief's End,0.5625,0.7272727272727273,0.9411764705882352,0.8131868131868132,1.0
Final Fantasy XIII,0.5,0.6363636363636364,0.8235294117647058,0.7472527472527472,1.0
Final Fantasy IX,0.375,0.6363636363636364,0.9529411764705883,0.9230769230769231,1.0
Assassin's Creed III,0.875,0.0,0.8352941176470589,0.6813186813186813,0.8
Final Fantasy X-2,0.4375,0.6363636363636364,0.8470588235294118,0.6703296703296703,1.0
Call of Duty: Advanced Warfare,1.0,0.7272727272727273,0.7999999999999999,0.5384615384615384,0.8
Assassin's Creed II,0.875,0.0,0.9058823529411765,0.9120879120879122,0.8
New Super Mario Bros. U,0.8125,0.36363636363636365,0.8352941176470589,0.8351648351648351,0.2
Dragon Quest VIII: Journey of the Cursed King,0.4375,0.6363636363636364,0.8941176470588236,0.9120879120879122,1.0
Professor Layton and the Curious Village,0.125,0.4545454545454546,0.8470588235294118,0.8901098901098901,0.2
FIFA Soccer 13,0.875,0.0,0.9058823529411765,0.6153846153846153,0.2
Diablo III,0.3125,0.6363636363636364,0.8823529411764705,0.3846153846153846,0.8
Medal of Honor: Rising Sun,0.4375,0.7272727272727273,0.6470588235294118,0.7802197802197801,1.0
Guitar Hero II,0.4375,0.2727272727272727,0.9294117647058823,0.8791208791208791,1.0
Fable III,0.875,0.6363636363636364,0.788235294117647,0.6593406593406593,0.8
Resident Evil 5,0.5,0.0,0.8352941176470589,0.7692307692307692,0.8
The Legend of Zelda: Phantom Hourglass,0.125,0.0,0.9058823529411765,0.8241758241758241,0.2
FIFA Soccer 11,0.5,0.9090909090909092,0.8941176470588236,0.8241758241758241,0.2
Resident Evil,0.375,0.0,0.9176470588235294,0.9340659340659341,0.8
Grand Theft Auto: Vice City Stories,0.625,0.0,0.8588235294117647,0.8241758241758241,0.8
Tony Hawk's Pro Skater,0.375,0.9090909090909092,0.9294117647058823,0.956043956043956,1.0
Guitar Hero III: Legends of Rock,0.4375,0.2727272727272727,0.8117647058823529,0.846153846153846,1.0
Link's Crossbow Training,0.75,0.7272727272727273,0.6470588235294118,0.7252747252747251,1.0
Fallout 3,0.875,0.6363636363636364,0.9411764705882352,0.8791208791208791,0.8
Uncharted: Drake's Fortune,0.5,0.0,0.8823529411764705,0.8351648351648351,1.0
Madden NFL 06,0.4375,0.9090909090909092,0.8823529411764705,0.8241758241758241,0.2
StarCraft II: Wings of Liberty,0.3125,1.0,0.9411764705882352,0.846153846153846,1.0
Assassin's Creed,0.5,0.09090909090909091,0.7999999999999999,0.7472527472527472,0.8
God of War III,0.5,0.0,0.9294117647058823,0.901098901098901,0.8
Crash Team Racing,0.375,0.5454545454545454,0.8823529411764705,0.9340659340659341,0.2
LEGO Star Wars: The Complete Saga,0.125,0.0,0.788235294117647,0.5384615384615384,0.2
Driver 2,0.375,0.0,0.5764705882352941,0.7912087912087912,1.0
Batman: Arkham City,0.875,0.0,0.9529411764705883,0.901098901098901,1.0
Tony Hawk's Pro Skater 2,0.375,0.9090909090909092,0.9999999999999999,0.7912087912087912,1.0
The Lord of the Rings: The Two Towers,0.4375,0.0,0.8117647058823529,0.846153846153846,1.0
Tomb Raider,0.375,0.0,0.9176470588235294,0.8901098901098901,1.0
Animal Crossing: City Folk,0.75,0.8181818181818182,0.7058823529411764,0.7802197802197801,0.2
Uncharted: The Nathan Drake Collection,0.5625,0.0,0.8588235294117647,0.8351648351648351,1.0
The Legend of Zelda: The Wind Waker,0.25,0.0,0.9764705882352941,0.9230769230769231,0.2
Guitar Hero III: Legends of Rock,0.75,0.2727272727272727,0.8588235294117647,0.8681318681318682,1.0
Luigi's Mansion: Dark Moon,0.0,0.0,0.8588235294117647,0.8681318681318682,0.2
Forza Motorsport 4,0.875,0.5454545454545454,0.9176470588235294,0.846153846153846,0.2
Madden NFL 2005,0.4375,0.9090909090909092,0.9176470588235294,0.8131868131868132,0.2
Guitar Hero III: Legends of Rock,0.875,0.2727272727272727,0.8470588235294118,0.8131868131868132,1.0
Madden NFL 07,0.4375,0.9090909090909092,0.8352941176470589,0.846153846153846,0.2
Halo 5: Guardians,1.0,0.7272727272727273,0.8352941176470589,0.6483516483516484,1.0
Spider-Man: The Movie,0.4375,0.0,0.7411764705882352,0.8131868131868132,0.2
Call of Duty: Infinite Warfare,0.5625,0.7272727272727273,0.7529411764705882,0.31868131868131866,0.8
God of War,0.4375,0.0,0.9529411764705883,0.9230769230769231,0.8
Splatoon,0.8125,0.7272727272727273,0.7999999999999999,0.8791208791208791,0.4
Nintendo Land,0.8125,0.2727272727272727,0.7529411764705882,0.8131868131868132,0.4
Tony Hawk's Pro Skater 3,0.4375,0.9090909090909092,0.988235294117647,0.7692307692307692,1.0
Winning Eleven: Pro Evolution Soccer 2007,0.4375,0.9090909090909092,0.8588235294117647,0.9230769230769231,0.2
The Elder Scrolls IV: Oblivion,0.875,0.6363636363636364,0.9529411764705883,0.901098901098901,0.8
Need for Speed: Most Wanted,0.4375,0.5454545454545454,0.8117647058823529,0.9450549450549449,1.0
Michael Jackson: The Experience,0.75,0.2727272727272727,0.5058823529411764,0.8571428571428572,0.4
Resistance: Fall of Man,0.5,0.7272727272727273,0.8588235294117647,0.8351648351648351,0.8
Kingdom Hearts II,0.4375,0.6363636363636364,0.8705882352941176,0.9340659340659341,0.4
Super Mario 3D World,0.8125,0.36363636363636365,0.9411764705882352,0.9340659340659341,0.2
Fable II,0.875,0.6363636363636364,0.8941176470588236,0.6593406593406593,0.8
Namco Museum,0.1875,0.2727272727272727,0.7764705882352941,0.7472527472527472,0.2
Batman: Arkham Asylum,0.5,0.0,0.9176470588235294,0.9230769230769231,1.0
Metal Gear Solid 3: Snake Eater,0.4375,0.0,0.9176470588235294,0.9670329670329672,0.8
Assassin's Creed: Revelations,0.5,0.0,0.788235294117647,0.7692307692307692,0.8
Fallout 4,1.0,0.6363636363636364,0.8823529411764705,0.6263736263736264,0.8
FIFA 14,0.875,0.9090909090909092,0.8352941176470589,0.4065934065934066,0.2
Daxter,0.625,0.36363636363636365,0.8470588235294118,0.901098901098901,0.4
FIFA Soccer 06,0.4375,0.9090909090909092,0.788235294117647,0.8021978021978021,0.2
EyeToy Play,0.4375,0.2727272727272727,0.788235294117647,0.7692307692307692,0.2
Gran Turismo 5 Prologue,0.5,0.5454545454545454,0.788235294117647,0.7252747252747251,0.2
Assassin's Creed: Revelations,0.875,0.0,0.788235294117647,0.7362637362637362,0.8
Street Fighter IV,0.5,0.18181818181818182,0.9529411764705883,0.7472527472527472,1.0
Madden NFL 2003,0.4375,0.9090909090909092,0.9647058823529412,0.7912087912087912,0.2
Half-Life,0.3125,0.7272727272727273,0.9764705882352941,0.9450549450549449,0.8
World of Warcraft: The Burning Crusade,0.3125,0.6363636363636364,0.9176470588235294,0.8131868131868132,1.0
Battlefield 1,0.5625,0.7272727272727273,0.8823529411764705,0.8681318681318682,0.8
God of War II,0.4375,0.0,0.9411764705882352,0.9230769230769231,0.8
Fallout: New Vegas,0.875,0.6363636363636364,0.8352941176470589,0.8351648351648351,0.8
Forza Motorsport 2,0.875,0.5454545454545454,0.9058823529411765,0.8571428571428572,0.2
Carnival Games,0.75,0.2727272727272727,0.5058823529411764,0.6043956043956044,0.2
Watch Dogs,0.5625,0.0,0.788235294117647,0.6373626373626373,0.8
Tekken Tag Tournament,0.4375,0.18181818181818182,0.8470588235294118,0.8791208791208791,1.0
Far Cry 4,0.5625,0.7272727272727273,0.8470588235294118,0.7912087912087912,0.8
Left 4 Dead 2,0.875,0.7272727272727273,0.8941176470588236,0.8901098901098901,0.8
The Witcher 3: Wild Hunt,0.5625,0.6363636363636364,0.9294117647058823,0.956043956043956,0.8
Assassin's Creed: Unity,0.5625,0.0,0.6705882352941176,0.4835164835164836,0.8
Batman: Arkham Knight,0.5625,0.0,0.8705882352941176,0.7802197802197801,0.8
The Legend of Zelda: Skyward Sword,0.75,0.0,0.9411764705882352,0.8241758241758241,0.4
Fallout 3,0.5,0.6363636363636364,0.9058823529411765,0.8241758241758241,0.8
Professor Layton and the Diabolical Box,0.125,0.4545454545454546,0.8352941176470589,0.9120879120879122,0.4
EA Sports Active,0.75,0.9090909090909092,0.7999999999999999,0.901098901098901,0.2
Tony Hawk's Underground,0.4375,0.9090909090909092,0.9058823529411765,0.901098901098901,1.0
Monster Hunter 4 Ultimate,0.0,0.6363636363636364,0.8588235294117647,0.901098901098901,1.0
The Elder Scrolls V: Skyrim,0.3125,0.6363636363636364,0.9529411764705883,0.8351648351648351,0.8
NBA 2K16,0.5625,0.9090909090909092,0.8705882352941176,0.6813186813186813,0.4
Tekken 5,0.4375,0.18181818181818182,0.8823529411764705,0.8901098901098901,1.0
MotorStorm,0.5,0.5454545454545454,0.8352941176470589,0.7582417582417582,1.0
World Soccer Winning Eleven 8 International,0.4375,0.9090909090909092,0.9176470588235294,0.9450549450549449,0.2
Sports Champions,0.5,0.9090909090909092,0.7411764705882352,0.8131868131868132,0.4
Call of Duty: Ghosts,0.5625,0.7272727272727273,0.7647058823529411,0.3516483516483516,0.8
Flash Focus: Vision Training in Minutes a Day,0.125,0.2727272727272727,0.5411764705882353,0.3846153846153846,0.2
Tom Clancy's The Division,0.5625,0.7272727272727273,0.788235294117647,0.7142857142857142,0.8
Big Brain Academy: Wii Degree,0.75,0.2727272727272727,0.6470588235294118,0.7032967032967034,0.2
LEGO Indiana Jones: The Original Adventures,0.875,0.0,0.7529411764705882,0.7692307692307692,0.4
The Sims: Unleashed,0.3125,0.8181818181818182,0.7764705882352941,0.8241758241758241,1.0
Harry Potter and the Sorcerer's Stone,0.375,0.0,0.6,0.7692307692307692,0.2
Super Paper Mario,0.75,0.36363636363636365,0.8470588235294118,0.8131868131868132,0.2
Spyro: Year of the Dragon,0.375,0.36363636363636365,0.9176470588235294,0.9120879120879122,0.2
Assassin's Creed IV: Black Flag,0.5,0.0,0.8823529411764705,0.8351648351648351,0.8
FIFA Soccer 2005,0.4375,0.9090909090909092,0.7999999999999999,0.7802197802197801,0.2
Tony Hawk's Pro Skater 4,0.4375,0.9090909090909092,0.9529411764705883,0.8791208791208791,1.0
MySims,0.125,0.8181818181818182,0.6352941176470588,0.7472527472527472,0.2
Midnight Club 3: DUB Edition,0.625,0.5454545454545454,0.7176470588235294,0.8681318681318682,0.4
SOCOM: U.S. Navy SEALs,0.4375,0.7272727272727273,0.8117647058823529,0.8131868131868132,0.8
Jak and Daxter: The Precursor Legacy,0.4375,0.36363636363636365,0.9058823529411765,0.901098901098901,0.2
Pro Evolution Soccer 2008,0.4375,0.9090909090909092,0.8117647058823529,0.8131868131868132,0.2
Resident Evil 4,0.4375,0.0,0.9764705882352941,0.9230769230769231,0.8
Guitar Hero: World Tour,0.75,0.2727272727272727,0.8588235294117647,0.7802197802197801,1.0
FIFA Soccer 10,0.5,0.9090909090909092,0.9176470588235294,0.7802197802197801,0.2
Star Wars: Battlefront,0.4375,0.7272727272727273,0.8117647058823529,0.901098901098901,1.0
The Simpsons: Road Rage,0.4375,0.5454545454545454,0.6,0.7912087912087912,1.0
Luigi's Mansion,0.25,0.0,0.7647058823529411,0.8791208791208791,0.2
Battlefield 4,0.5625,0.7272727272727273,0.8470588235294118,0.7032967032967034,0.8
Star Wars: Battlefront II,0.4375,0.7272727272727273,0.8352941176470589,0.9340659340659341,1.0
Cooking Mama 2: Dinner With Friends,0.125,0.8181818181818182,0.6705882352941176,0.8241758241758241,0.2
Grand Theft Auto: Liberty City Stories,0.4375,0.0,0.7647058823529411,0.8021978021978021,0.8
The Getaway,0.4375,0.0,0.6941176470588235,0.6923076923076923,0.8
James Bond 007: Agent Under Fire,0.4375,0.7272727272727273,0.6941176470588235,0.8131868131868132,1.0
FIFA Soccer 11,0.875,0.9090909090909092,0.8823529411764705,0.7692307692307692,0.2
Left 4 Dead,0.875,0.7272727272727273,0.8941176470588236,0.8131868131868132,0.8
Assassin's Creed: Unity,1.0,0.0,0.6941176470588235,0.39560439560439553,0.8
Resident Evil 5,0.875,0.0,0.8235294117647058,0.7692307692307692,0.8
Assassin's Creed: Brotherhood,0.875,0.0,0.8941176470588236,0.8571428571428572,0.8
Battlefield 4,0.5,0.7272727272727273,0.788235294117647,0.5824175824175823,0.8
Batman: Arkham Asylum,0.875,0.0,0.9294117647058823,0.901098901098901,1.0
Battlefield 4,0.875,0.7272727272727273,0.7764705882352941,0.5604395604395603,0.8
Battlefield: Bad Company 2,0.875,0.7272727272727273,0.8823529411764705,0.8901098901098901,0.8
Guitar Hero: On Tour,0.125,0.2727272727272727,0.6823529411764706,0.9120879120879122,0.4
Clubhouse Games,0.125,0.2727272727272727,0.8235294117647058,0.8681318681318682,0.2
Borderlands,0.875,0.7272727272727273,0.8352941176470589,0.846153846153846,0.8
Tekken 4,0.4375,0.18181818181818182,0.7764705882352941,0.8571428571428572,1.0
Grand Theft Auto 2,0.375,0.0,0.6705882352941176,0.8241758241758241,1.0
Metal Gear Solid V: The Phantom Pain,0.5625,0.0,0.9411764705882352,0.846153846153846,0.8
Spider-Man 2,0.4375,0.0,0.788235294117647,0.9230769230769231,1.0
FIFA Soccer 2003,0.4375,0.9090909090909092,0.8823529411764705,0.6813186813186813,0.2
LittleBigPlanet 2,0.5,0.36363636363636365,0.9176470588235294,0.8681318681318682,0.2
Crash Bash,0.375,0.2727272727272727,0.6470588235294118,0.846153846153846,0.2
Assassin's Creed Syndicate,0.5625,0.0,0.7411764705882352,0.6923076923076923,0.8
LEGO Batman: The Videogame,0.875,0.0,0.7411764705882352,0.8131868131868132,0.4
Destiny,1.0,0.7272727272727273,0.7294117647058823,0.5494505494505494,1.0
Far Cry 3,0.5,0.7272727272727273,0.9058823529411765,0.8791208791208791,0.8
James Bond 007: Nightfire,0.4375,0.7272727272727273,0.7529411764705882,0.8791208791208791,1.0
Star Wars Episode III: Revenge of the Sith,0.4375,0.0,0.5529411764705882,0.7362637362637362,1.0
The Legend of Zelda: Spirit Tracks,0.125,0.0,0.8705882352941176,0.8021978021978021,0.4
Max Payne,0.4375,0.7272727272727273,0.788235294117647,0.8791208791208791,0.8
Assassin's Creed IV: Black Flag,0.875,0.0,0.8588235294117647,0.8131868131868132,0.8
The Lord of the Rings: The Return of the King,0.4375,0.0,0.8470588235294118,0.901098901098901,1.0
Gears of War: Ultimate Edition,1.0,0.7272727272727273,0.8117647058823529,0.7692307692307692,0.8
True Crime: Streets of LA,0.4375,0.0,0.7529411764705882,0.8241758241758241,0.8
Professor Layton and the Unwound Future,0.125,0.4545454545454546,0.8588235294117647,0.956043956043956,0.4
FIFA 16,1.0,0.9090909090909092,0.8352941176470589,0.4285714285714286,0.2
Wii Music,0.75,0.2727272727272727,0.5882352941176471,0.4505494505494505,0.2
Madden NFL 16,0.5625,0.9090909090909092,0.8235294117647058,0.5934065934065934,0.2
Gran Turismo 6,0.5,0.5454545454545454,0.7999999999999999,0.7912087912087912,0.2
Halo: The Master Chief Collection,1.0,0.7272727272727273,0.8470588235294118,0.7362637362637362,0.8
Super Mario Maker,0.8125,0.36363636363636365,0.8823529411764705,0.901098901098901,0.2
God of War: Chains of Olympus,0.625,0.0,0.9176470588235294,0.8901098901098901,0.8
Enter the Matrix,0.4375,0.0,0.5764705882352941,0.8351648351648351,1.0
Crisis Core: Final Fantasy VII,0.625,0.6363636363636364,0.8235294117647058,0.8241758241758241,1.0
Dance Central,0.875,0.2727272727272727,0.8117647058823529,0.7802197802197801,1.0
L.A. Noire,0.5,0.09090909090909091,0.8941176470588236,0.7912087912087912,0.8
Ace Combat 04: Shattered Skies,0.4375,0.8181818181818182,0.8941176470588236,0.9450549450549449,0.2
Animal Crossing,0.25,0.8181818181818182,0.8705882352941176,0.9230769230769231,0.2
FIFA Soccer 08,0.4375,0.9090909090909092,0.8235294117647058,0.6593406593406593,0.2
Spider-Man,0.375,0.0,0.8705882352941176,0.9340659340659341,0.2
Mario Party 9,0.75,0.2727272727272727,0.7058823529411764,0.6923076923076923,0.2
Sonic Rush,0.125,0.36363636363636365,0.8117647058823529,0.8791208791208791,0.2
Rhythm Heaven,0.125,0.2727272727272727,0.8235294117647058,0.9340659340659341,0.2
Fallout: New Vegas,0.5,0.6363636363636364,0.8117647058823529,0.8021978021978021,0.8
Personal Trainer: Cooking,0.125,0.2727272727272727,0.7999999999999999,0.8021978021978021,0.2
The Elder Scrolls IV: Oblivion,0.5,0.6363636363636364,0.9411764705882352,0.8241758241758241,0.8
The Legend of Zelda: A Link Between Worlds,0.0,0.0,0.9176470588235294,0.9230769230769231,0.2
Resident Evil 6,0.5,0.7272727272727273,0.7176470588235294,0.5384615384615384,0.8
